Category,ID,Latitude,Longitude,Date,elev,cirrus_flag,cloud_flag,water_flag
BLUE RIVER AT BLUE RIVER,14162200,44.16234819,-122.3331192,2024-08-05 19:05:54 UTC,310.3854674,0.0,0.0,0.0
BLUE RIVER AT BLUE RIVER,14162200,44.16234819,-122.3331192,2024-08-09 17:29:58 UTC,314.3516931,0.0,0.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,40260078,46.7461111,-91.6072222,2024-02-14 18:34:48 UTC,155.7300327,0.0,0.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,40260078,46.7461111,-91.6072222,2024-04-07 17:03:29 UTC,157.7527697,0.0,0.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,40260078,46.7461111,-91.6072222,2024-04-12 19:29:05 UTC,155.9419145,0.0,0.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,40260078,46.7461111,-91.6072222,2024-08-01 19:09:49 UTC,154.8977037,1.0,1.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,40260078,46.7461111,-91.6072222,2024-08-05 17:34:34 UTC,154.5374061,0.0,0.0,1.0
BOIS BRULE ESTUARY NEAR PORT WING,40260078,46.7461111,-91.6072222,2024-08-09 15:58:38 UTC,154.0515301,0.0,0.0,0.0
BOIS BRULE RIVER NEAR LAKE SUPERIOR,4026005,46.70549328,-91.6021304,2024-02-14 18:34:48 UTC,183.0531902,0.0,0.0,0.0
BOIS BRULE RIVER NEAR LAKE SUPERIOR,4026005,46.70549328,-91.6021304,2024-04-07 17:03:29 UTC,186.0570684,0.0,0.0,0.0
BOIS BRULE RIVER NEAR LAKE SUPERIOR,4026005,46.70549328,-91.6021304,2024-04-12 19:29:05 UTC,175.960559,0.0,0.0,0.0
BOIS BRULE RIVER NEAR LAKE SUPERIOR,4026005,46.70549328,-91.6021304,2024-08-01 19:09:49 UTC,182.9967927,1.0,1.0,0.0
BOIS BRULE RIVER NEAR LAKE SUPERIOR,4026005,46.70549328,-91.6021304,2024-08-05 17:34:34 UTC,180.8846458,0.0,0.0,1.0
BOIS BRULE RIVER NEAR LAKE SUPERIOR,4026005,46.70549328,-91.6021304,2024-08-09 15:58:38 UTC,184.7347534,0.0,0.0,0.0
BROAD BROOK AT BROAD BROOK,1184490,41.9138972,-72.5497,2023-04-03 17:34:34 UTC,-9.3137849,0.0,0.0,0.0
BROAD BROOK AT BROAD BROOK,1184490,41.9138972,-72.5497,2023-04-07 15:59:47 UTC,-7.8711691,0.0,0.0,0.0
BROAD BROOK AT BROAD BROOK,1184490,41.9138972,-72.5497,2023-05-30 18:59:18 UTC,-9.8545874,0.0,0.0,0.0
BROAD BROOK AT BROAD BROOK,1184490,41.9138972,-72.5497,2024-04-08 14:40:54 UTC,-9.1469158,0.0,0.0,1.0
BROAD BROOK AT BROAD BROOK,1184490,41.9138972,-72.5497,2024-05-22 21:09:21 UTC,-7.3289509,0.0,0.0,0.0
BROAD BROOK AT BROAD BROOK,1184490,41.9138972,-72.5497,2024-08-23 14:23:59 UTC,-6.4888511,0.0,0.0,0.0
Bear Lake 2.7 mi E of Bear Lake State Park Marina,4.15812E14,41.9699083,-111.3440667,2023-07-31 20:55:18 UTC,1790.6014443,0.0,0.0,1.0
Bear Lake 2.7 mi E of Bear Lake State Park Marina,4.15812E14,41.9699083,-111.3440667,2024-08-09 22:23:52 UTC,1790.6033197,0.0,0.0,1.0
Bear Lake nr east shore 0.4 mi S of UT-ID border,4.15941E14,41.99471667,-111.2984667,2023-07-31 20:55:18 UTC,1790.7663669,0.0,0.0,1.0
Bear Lake nr east shore 0.4 mi S of UT-ID border,4.15941E14,41.99471667,-111.2984667,2024-08-09 22:23:52 UTC,1790.7672389,0.0,0.0,1.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2022-08-13 23:23:43 UTC,93.1144101,0.0,0.0,0.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2023-04-15 22:23:21 UTC,97.4960944,0.0,0.0,0.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2023-06-11 17:08:01 UTC,97.690936,0.0,0.0,0.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2023-06-22 19:31:49 UTC,95.7068159,0.0,0.0,0.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2023-07-30 21:41:31 UTC,98.6710648,0.0,0.0,0.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2023-08-03 20:04:48 UTC,96.4547635,0.0,0.0,0.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2023-08-22 19:25:07 UTC,95.1486114,0.0,0.0,0.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2024-02-18 20:07:25 UTC,95.9914906,0.0,0.0,1.0
CACHE C A RUMSEY CA,11451800,38.8898988,-122.2383082,2024-07-26 22:18:15 UTC,94.7975297,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2022-08-13 23:23:43 UTC,-10.6325988,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2022-08-17 21:46:15 UTC,-10.7763913,0.0,0.0,1.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2023-04-15 22:23:33 UTC,-12.5830462,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2023-06-11 17:08:01 UTC,-9.6228246,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2023-06-22 19:31:49 UTC,-12.7829322,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2023-08-03 20:04:48 UTC,-13.0665005,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2024-01-30 20:47:18 UTC,-9.8117515,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2024-02-03 19:12:52 UTC,-10.9538552,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2024-02-18 20:07:36 UTC,-15.1698693,0.0,0.0,0.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2024-03-24 23:21:18 UTC,-11.1722594,0.0,0.0,1.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2024-04-12 22:38:50 UTC,-10.241579,0.0,0.0,1.0
CACHE C A YOLO CA,11452500,38.727126,-121.8071874,2024-07-26 22:18:15 UTC,-10.2533328,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2022-08-13 23:23:55 UTC,-23.2082348,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2022-08-17 21:46:15 UTC,-22.9382592,0.0,0.0,1.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2023-04-15 22:23:33 UTC,-21.9251208,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2023-06-11 17:08:01 UTC,-24.3727431,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2023-06-22 19:31:49 UTC,-22.4149131,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2023-06-26 17:53:41 UTC,-22.9707662,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2023-08-03 20:04:48 UTC,-25.5673035,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2023-08-07 18:27:44 UTC,-25.1464345,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2024-01-30 20:47:18 UTC,-23.5050561,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2024-02-03 19:12:52 UTC,-23.493169,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2024-02-18 20:07:36 UTC,-23.3917626,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2024-03-24 23:21:18 UTC,-23.359156,0.0,0.0,1.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2024-03-28 21:46:12 UTC,-22.7479516,0.0,0.0,1.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2024-04-12 22:38:50 UTC,-23.3910218,0.0,0.0,1.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2024-07-26 22:18:15 UTC,-22.7742706,0.0,0.0,0.0
CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,11452900,38.67851526,-121.6727386,2024-07-30 20:40:02 UTC,-24.8650067,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2022-08-13 23:23:55 UTC,-23.1455885,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2022-08-17 21:46:15 UTC,-23.2798805,0.0,0.0,1.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2023-04-15 22:23:33 UTC,-22.0083833,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2023-06-11 17:08:01 UTC,-24.3502668,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2023-06-22 19:31:49 UTC,-22.0583662,1.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2023-06-26 17:53:41 UTC,-22.9874469,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2023-08-03 20:04:48 UTC,-23.8806418,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2023-08-07 18:27:44 UTC,-22.3122695,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2024-01-30 20:47:18 UTC,-22.677822,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2024-02-03 19:12:52 UTC,-24.3262841,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2024-02-18 20:07:36 UTC,-22.0713241,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2024-03-24 23:21:18 UTC,-22.2750159,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2024-03-28 21:46:12 UTC,-23.6005508,0.0,0.0,1.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2024-04-12 22:38:50 UTC,-22.1201028,0.0,0.0,1.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2024-07-26 22:18:15 UTC,-22.5426911,0.0,0.0,0.0
CACHE C OVERFLOW WEIR AT N ABUTMENT NR WOODLAND CA,3.84115E14,38.6875,-121.673611,2024-07-30 20:40:02 UTC,-22.8334553,0.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2022-08-13 23:23:55 UTC,-23.0165034,0.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2022-08-17 21:46:15 UTC,-22.954764,0.0,0.0,1.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2023-04-15 22:23:33 UTC,-23.0304006,0.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2023-06-11 17:08:01 UTC,-22.3996768,0.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2023-06-22 19:31:49 UTC,-22.5770688,1.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2023-06-26 17:53:41 UTC,-23.2940933,0.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2023-08-03 20:04:48 UTC,-24.6711075,0.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2023-08-07 18:27:44 UTC,-23.2235753,0.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2024-01-30 20:47:18 UTC,-21.7405074,0.0,0.0,0.0
CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOODLD,11452800,38.68268185,-121.6730164,2024-02-03 19:12:52 UTC,-21.5814202,0.0,0.0,0.0
