Category,ID,Latitude,Longitude,Date,elev,cirrus_flag,cloud_flag,water_flag
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2023-04-25 17:35:08 UTC,2273.8025193,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2023-06-02 19:40:27 UTC,2273.8017629,1.0,0.0,0.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2023-06-06 18:01:52 UTC,2273.8027751,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2023-06-13 22:02:30 UTC,2273.8025499,0.0,0.0,0.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2023-10-06 17:48:37 UTC,2273.8023047,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2023-10-10 16:11:56 UTC,2273.8021271,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2023-10-21 18:39:53 UTC,2273.8023897,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2023-10-25 17:04:42 UTC,2273.8023296,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2024-04-18 19:26:16 UTC,2273.8019488,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2024-04-22 17:47:29 UTC,2273.8023578,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2024-06-24 16:51:33 UTC,2273.8024939,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2024-08-24 16:44:04 UTC,2273.8017429,0.0,0.0,1.0
BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,382852107054801,38.4807111,-107.0901806,2024-10-06 16:54:22 UTC,2273.8021925,0.0,0.0,1.0
BOIS BRULE ESTUARY NEAR PORT WING,040260078,46.7461111,-91.6072222,2024-02-14 18:34:48 UTC,155.7300327,0.0,0.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,040260078,46.7461111,-91.6072222,2024-04-07 17:03:29 UTC,157.7527697,0.0,0.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,040260078,46.7461111,-91.6072222,2024-04-12 19:29:05 UTC,155.9419145,0.0,0.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,040260078,46.7461111,-91.6072222,2024-08-01 19:09:49 UTC,154.8977037,1.0,1.0,0.0
BOIS BRULE ESTUARY NEAR PORT WING,040260078,46.7461111,-91.6072222,2024-08-05 17:34:34 UTC,154.5374061,0.0,0.0,1.0
BOIS BRULE ESTUARY NEAR PORT WING,040260078,46.7461111,-91.6072222,2024-08-09 15:58:38 UTC,154.0515301,0.0,0.0,0.0
Bear Lake 2.7 mi E of Bear Lake State Park Marina,415812111203901,41.9699083,-111.3440667,2023-07-31 20:55:18 UTC,1790.6014443,0.0,0.0,1.0
Bear Lake 2.7 mi E of Bear Lake State Park Marina,415812111203901,41.9699083,-111.3440667,2024-08-09 22:23:52 UTC,1790.6033197,0.0,0.0,1.0
Bear Lake nr east shore 0.4 mi S of UT-ID border,415941111175401,41.99471667,-111.2984667,2023-07-31 20:55:18 UTC,1790.7663669,0.0,0.0,1.0
Bear Lake nr east shore 0.4 mi S of UT-ID border,415941111175401,41.99471667,-111.2984667,2024-08-09 22:23:52 UTC,1790.7672389,0.0,0.0,1.0
Bear Lake nr east shore 1.3 mi NW of S Eden CYN,415642111172701,41.9451083,-111.290761,2023-07-31 20:55:18 UTC,1790.6109199,0.0,0.0,1.0
Bear Lake nr east shore 1.3 mi NW of S Eden CYN,415642111172701,41.9451083,-111.290761,2024-07-27 21:31:52 UTC,1790.6108271,0.0,0.0,1.0
Bear Lake nr east shore 1.3 mi NW of S Eden CYN,415642111172701,41.9451083,-111.290761,2024-08-09 22:23:52 UTC,1790.6111719,0.0,0.0,1.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2023-06-17 18:50:36 UTC,272.2688898,0.0,0.0,0.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2023-08-05 16:57:21 UTC,272.2687613,0.0,0.0,1.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2023-08-13 20:14:51 UTC,272.2685866,0.0,0.0,0.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2023-08-17 18:40:31 UTC,272.26834,1.0,0.0,0.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2024-02-01 17:41:28 UTC,272.2689843,0.0,0.0,0.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2024-02-13 19:25:21 UTC,272.2684058,0.0,0.0,1.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2024-02-17 17:48:35 UTC,272.2686163,0.0,0.0,1.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2024-03-30 18:39:39 UTC,272.2687168,0.0,0.0,1.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2024-07-28 19:10:42 UTC,272.2685935,0.0,0.0,0.0
Buck Creek Lake at BCSP 0.75 mi north of dam OH,395728083440300,39.95777778,-83.7341667,2024-09-28 18:33:41 UTC,272.2688618,0.0,1.0,0.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2023-06-17 18:50:36 UTC,272.2552463,0.0,1.0,0.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2023-08-05 16:57:21 UTC,272.2554735,0.0,0.0,1.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2023-08-13 20:14:51 UTC,272.2553862,0.0,0.0,0.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2023-08-17 18:40:31 UTC,272.2551307,1.0,0.0,0.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2024-02-01 17:41:28 UTC,272.2552505,0.0,0.0,0.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2024-02-13 19:25:21 UTC,272.254715,0.0,0.0,1.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2024-02-17 17:48:35 UTC,272.2551294,0.0,0.0,1.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2024-03-30 18:39:39 UTC,272.2553869,0.0,0.0,1.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2024-07-28 19:10:42 UTC,272.2552933,0.0,0.0,0.0
Buck Creek Lake at BCSP near Mechanicsburg Rd OH,395820083441600,39.9722222,-83.7377778,2024-09-28 18:33:41 UTC,272.2553544,1.0,1.0,0.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2023-06-17 18:50:36 UTC,272.2634567,0.0,1.0,0.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2023-08-05 16:57:21 UTC,272.2632955,0.0,0.0,1.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2023-08-13 20:14:51 UTC,272.2631355,0.0,0.0,0.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2023-08-17 18:40:31 UTC,272.2634331,1.0,0.0,0.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2024-02-01 17:41:28 UTC,272.2631657,0.0,0.0,0.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2024-02-13 19:25:21 UTC,272.2629732,0.0,0.0,1.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2024-02-17 17:48:35 UTC,272.2632093,0.0,0.0,1.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2024-03-30 18:39:39 UTC,272.2634981,0.0,0.0,1.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2024-07-28 19:10:42 UTC,272.2636252,0.0,0.0,0.0
Buck Creek Lake at BCSP north of CJ Brown Dam OH,395750083442500,39.96388889,-83.7402778,2024-09-28 18:33:41 UTC,272.263523,1.0,1.0,0.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2023-06-17 18:50:36 UTC,272.2487089,0.0,0.0,0.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2023-08-05 16:57:21 UTC,272.2487574,0.0,0.0,0.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2023-08-13 20:14:51 UTC,272.2479783,0.0,0.0,0.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2023-08-17 18:40:31 UTC,272.2483617,0.0,0.0,0.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2024-02-01 17:41:28 UTC,272.2485964,0.0,0.0,0.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2024-02-13 19:25:21 UTC,272.2478693,0.0,0.0,1.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2024-02-17 17:48:35 UTC,272.2483169,0.0,0.0,1.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2024-03-30 18:39:39 UTC,272.249204,0.0,0.0,1.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2024-07-28 19:10:42 UTC,272.2488759,0.0,0.0,0.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2024-08-13 19:15:37 UTC,272.2486032,0.0,0.0,1.0
Buck Creek Lake at BCSP west of Grant Rd OH,395836083434100,39.97666667,-83.7280556,2024-09-28 18:33:41 UTC,272.2486499,0.0,1.0,0.0
CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,385859122430101,38.98299444,-122.716986,2022-08-13 23:23:31 UTC,373.4750627,0.0,0.0,1.0
CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,385859122430101,38.98299444,-122.716986,2023-04-15 22:23:21 UTC,373.4749771,0.0,0.0,1.0
CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,385859122430101,38.98299444,-122.716986,2023-06-22 19:31:38 UTC,373.4744729,0.0,0.0,0.0
CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,385859122430101,38.98299444,-122.716986,2023-07-26 23:17:51 UTC,373.4742045,0.0,0.0,1.0
CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,385859122430101,38.98299444,-122.716986,2023-07-30 21:41:31 UTC,373.4737713,0.0,0.0,1.0
CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,385859122430101,38.98299444,-122.716986,2023-08-22 19:25:07 UTC,373.4747767,0.0,0.0,1.0
CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,385859122430101,38.98299444,-122.716986,2024-02-18 20:07:25 UTC,373.4750918,0.0,0.0,1.0
CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,385859122430101,38.98299444,-122.716986,2024-08-10 23:11:08 UTC,373.4753262,0.0,0.0,1.0
CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,390005122441301,39.00130556,-122.7368778,2022-08-13 23:23:31 UTC,373.5112686,0.0,0.0,1.0
CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,390005122441301,39.00130556,-122.7368778,2023-04-15 22:23:21 UTC,373.5104763,0.0,0.0,1.0
CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,390005122441301,39.00130556,-122.7368778,2023-06-22 19:31:38 UTC,373.5107944,0.0,0.0,0.0
CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,390005122441301,39.00130556,-122.7368778,2023-07-26 23:17:51 UTC,373.5106612,0.0,0.0,1.0
CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,390005122441301,39.00130556,-122.7368778,2023-07-30 21:41:31 UTC,373.5102794,0.0,0.0,1.0
CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,390005122441301,39.00130556,-122.7368778,2023-08-22 19:25:07 UTC,373.5111567,0.0,0.0,1.0
CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,390005122441301,39.00130556,-122.7368778,2024-02-18 20:07:25 UTC,373.5113438,0.0,0.0,1.0
CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,390005122441301,39.00130556,-122.7368778,2024-08-10 23:11:08 UTC,373.5108622,0.0,0.0,1.0
CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,385741122402101,38.961425,-122.672636,2022-08-13 23:23:31 UTC,373.4230382,0.0,0.0,1.0
CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,385741122402101,38.961425,-122.672636,2023-04-15 22:23:21 UTC,373.4226328,0.0,0.0,1.0
CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,385741122402101,38.961425,-122.672636,2023-06-22 19:31:38 UTC,373.4223653,0.0,0.0,0.0
CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,385741122402101,38.961425,-122.672636,2023-07-26 23:17:51 UTC,373.4226204,0.0,0.0,1.0
CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,385741122402101,38.961425,-122.672636,2023-07-30 21:41:31 UTC,373.4225434,0.0,0.0,1.0
CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,385741122402101,38.961425,-122.672636,2023-08-22 19:25:07 UTC,373.4231749,0.0,0.0,1.0
CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,385741122402101,38.961425,-122.672636,2024-02-18 20:07:25 UTC,373.4228368,0.0,0.0,1.0
CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,385741122402101,38.961425,-122.672636,2024-08-10 23:11:08 UTC,373.4233909,0.0,0.0,1.0
CLEAR LK A MOORING OA-01-Z A GLENHAVEN CA,390059122434701,39.0164861,-122.7298028,2022-08-13 23:23:31 UTC,373.5423883,0.0,0.0,1.0
CLEAR LK A MOORING OA-01-Z A GLENHAVEN CA,390059122434701,39.0164861,-122.7298028,2023-04-15 22:23:21 UTC,373.5424167,0.0,0.0,1.0
CLEAR LK A MOORING OA-01-Z A GLENHAVEN CA,390059122434701,39.0164861,-122.7298028,2023-06-22 19:31:38 UTC,373.542007,0.0,0.0,0.0
CLEAR LK A MOORING OA-01-Z A GLENHAVEN CA,390059122434701,39.0164861,-122.7298028,2023-07-26 23:17:51 UTC,373.54134,0.0,0.0,1.0
CLEAR LK A MOORING OA-01-Z A GLENHAVEN CA,390059122434701,39.0164861,-122.7298028,2023-07-30 21:41:31 UTC,373.5423819,0.0,0.0,1.0
CLEAR LK A MOORING OA-01-Z A GLENHAVEN CA,390059122434701,39.0164861,-122.7298028,2023-08-22 19:25:07 UTC,373.5425887,0.0,0.0,1.0
CLEAR LK A MOORING OA-01-Z A GLENHAVEN CA,390059122434701,39.0164861,-122.7298028,2024-02-18 20:07:25 UTC,373.5430516,0.0,0.0,1.0
CLEAR LK A MOORING OA-01-Z A GLENHAVEN CA,390059122434701,39.0164861,-122.7298028,2024-08-10 23:11:08 UTC,373.5430271,0.0,0.0,1.0
CLEAR LK A MOORING OA-03-Z NR GLENHAVEN CA,390046122424701,39.0130111,-122.7131333,2022-08-13 23:23:31 UTC,373.5334977,0.0,0.0,1.0
CLEAR LK A MOORING OA-03-Z NR GLENHAVEN CA,390046122424701,39.0130111,-122.7131333,2023-04-15 22:23:21 UTC,373.5339242,0.0,0.0,1.0
CLEAR LK A MOORING OA-03-Z NR GLENHAVEN CA,390046122424701,39.0130111,-122.7131333,2023-06-22 19:31:38 UTC,373.5338958,0.0,0.0,1.0
CLEAR LK A MOORING OA-03-Z NR GLENHAVEN CA,390046122424701,39.0130111,-122.7131333,2023-07-26 23:17:51 UTC,373.5333713,0.0,0.0,1.0
CLEAR LK A MOORING OA-03-Z NR GLENHAVEN CA,390046122424701,39.0130111,-122.7131333,2023-07-30 21:41:31 UTC,373.5338075,0.0,0.0,1.0
CLEAR LK A MOORING OA-03-Z NR GLENHAVEN CA,390046122424701,39.0130111,-122.7131333,2023-08-22 19:25:07 UTC,373.5343394,0.0,0.0,1.0
CLEAR LK A MOORING OA-03-Z NR GLENHAVEN CA,390046122424701,39.0130111,-122.7131333,2024-02-18 20:07:25 UTC,373.5347919,0.0,0.0,1.0
CLEAR LK A MOORING OA-03-Z NR GLENHAVEN CA,390046122424701,39.0130111,-122.7131333,2024-08-10 23:11:08 UTC,373.5336411,0.0,0.0,1.0
CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,390046122415601,39.01269444,-122.698986,2022-08-13 23:23:31 UTC,373.52993,0.0,0.0,1.0
CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,390046122415601,39.01269444,-122.698986,2023-04-15 22:23:21 UTC,373.5291754,0.0,0.0,1.0
CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,390046122415601,39.01269444,-122.698986,2023-06-22 19:31:38 UTC,373.5296807,0.0,0.0,0.0
CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,390046122415601,39.01269444,-122.698986,2023-07-26 23:17:51 UTC,373.5294552,0.0,0.0,1.0
CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,390046122415601,39.01269444,-122.698986,2023-07-30 21:41:31 UTC,373.5291847,0.0,0.0,1.0
CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,390046122415601,39.01269444,-122.698986,2023-08-22 19:25:07 UTC,373.5298837,0.0,0.0,1.0
CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,390046122415601,39.01269444,-122.698986,2024-02-18 20:07:25 UTC,373.5303985,0.0,0.0,1.0
CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,390046122415601,39.01269444,-122.698986,2024-08-10 23:11:08 UTC,373.5297893,0.0,0.0,1.0
CLEAR LK A MOORING OA-05-Z NR CLEARLAKE OAKS CA,390015122415501,39.0042222,-122.6986833,2022-08-13 23:23:31 UTC,373.5142853,0.0,0.0,1.0
CLEAR LK A MOORING OA-05-Z NR CLEARLAKE OAKS CA,390015122415501,39.0042222,-122.6986833,2023-04-15 22:23:21 UTC,373.5130838,0.0,0.0,1.0
CLEAR LK A MOORING OA-05-Z NR CLEARLAKE OAKS CA,390015122415501,39.0042222,-122.6986833,2023-06-22 19:31:38 UTC,373.5138503,0.0,0.0,1.0
CLEAR LK A MOORING OA-05-Z NR CLEARLAKE OAKS CA,390015122415501,39.0042222,-122.6986833,2023-07-26 23:17:51 UTC,373.5131522,0.0,0.0,1.0
CLEAR LK A MOORING OA-05-Z NR CLEARLAKE OAKS CA,390015122415501,39.0042222,-122.6986833,2023-07-30 21:41:31 UTC,373.5124484,0.0,0.0,1.0
CLEAR LK A MOORING OA-05-Z NR CLEARLAKE OAKS CA,390015122415501,39.0042222,-122.6986833,2023-08-22 19:25:07 UTC,373.5141862,0.0,0.0,1.0
CLEAR LK A MOORING OA-05-Z NR CLEARLAKE OAKS CA,390015122415501,39.0042222,-122.6986833,2024-02-18 20:07:25 UTC,373.5129402,0.0,0.0,1.0
CLEAR LK A MOORING OA-05-Z NR CLEARLAKE OAKS CA,390015122415501,39.0042222,-122.6986833,2024-08-10 23:11:08 UTC,373.5133868,0.0,0.0,1.0
CLEAR LK A MOORING OA-06-Z NR CLEARLAKE OAKS CA,390100122414001,39.01674167,-122.6944694,2022-08-13 23:23:31 UTC,373.5374874,0.0,0.0,1.0
CLEAR LK A MOORING OA-06-Z NR CLEARLAKE OAKS CA,390100122414001,39.01674167,-122.6944694,2023-04-15 22:23:21 UTC,373.5377549,0.0,0.0,1.0
CLEAR LK A MOORING OA-06-Z NR CLEARLAKE OAKS CA,390100122414001,39.01674167,-122.6944694,2023-06-22 19:31:38 UTC,373.5379591,0.0,0.0,0.0
CLEAR LK A MOORING OA-06-Z NR CLEARLAKE OAKS CA,390100122414001,39.01674167,-122.6944694,2023-07-26 23:17:51 UTC,373.5365204,0.0,0.0,1.0
CLEAR LK A MOORING OA-06-Z NR CLEARLAKE OAKS CA,390100122414001,39.01674167,-122.6944694,2023-07-30 21:41:31 UTC,373.537378,0.0,0.0,1.0
CLEAR LK A MOORING OA-06-Z NR CLEARLAKE OAKS CA,390100122414001,39.01674167,-122.6944694,2023-08-22 19:25:07 UTC,373.5371031,0.0,0.0,1.0
CLEAR LK A MOORING OA-06-Z NR CLEARLAKE OAKS CA,390100122414001,39.01674167,-122.6944694,2024-02-18 20:07:25 UTC,373.5376309,0.0,0.0,1.0
CLEAR LK A MOORING OA-06-Z NR CLEARLAKE OAKS CA,390100122414001,39.01674167,-122.6944694,2024-08-10 23:11:08 UTC,373.5377641,0.0,0.0,1.0
CLEAR LK A MOORING OA-09 NR CLEARLAKE OAKS CA,390029122410601,39.0058222,-122.6852528,2022-08-13 23:23:31 UTC,373.5135127,0.0,0.0,1.0
CLEAR LK A MOORING OA-09 NR CLEARLAKE OAKS CA,390029122410601,39.0058222,-122.6852528,2023-04-15 22:23:21 UTC,373.5146001,0.0,0.0,1.0
CLEAR LK A MOORING OA-09 NR CLEARLAKE OAKS CA,390029122410601,39.0058222,-122.6852528,2023-06-22 19:31:38 UTC,373.5139677,0.0,0.0,0.0
CLEAR LK A MOORING OA-09 NR CLEARLAKE OAKS CA,390029122410601,39.0058222,-122.6852528,2023-07-26 23:17:51 UTC,373.5130373,0.0,0.0,1.0
